i,j,value
3,64,4.25649e-09
3,65,4.44349e-09
3,66,4.59827e-09
3,67,4.71746e-09
3,68,4.79842e-09
3,69,4.83935e-09
3,70,4.83935e-09
3,71,4.79842e-09
3,72,4.71746e-09
3,73,4.59827e-09
3,74,4.44349e-09
3,75,4.25649e-09
3,76,4.04133e-09
3,77,3.80263e-09
3,78,3.54537e-09
3,79,3.27483e-09
3,80,2.99631e-09
3,81,2.71507e-09
3,82,2.43608e-09
3,83,2.16391e-09
3,84,1.90258e-09
3,85,1.65546e-09
3,86,1.42522e-09
3,87,1.21376e-09
3,88,1.02226e-09
3,89,8.5115e-10
3,90,7.00226e-10
3,91,5.68698e-10
3,92,4.55291e-10
3,93,3.58336e-10
3,94,2.75864e-10
3,95,2.05687e-10
3,96,1.45468e-10
3,97,9.2776e-11
3,98,4.51249e-11
3,99,0
4,0,0
4,1,1.01882e-19
4,2,2.63075e-19
4,3,5.74352e-19
4,4,1.20441e-18
4,5,2.48258e-18
4,6,5.05387e-18
4,7,1.01709e-17
4,8,2.02386e-17
4,9,3.98185e-17
4,10,7.74568e-17
4,11,1.48964e-16
4,12,2.83227e-16
4,13,5.32347e-16
4,14,9.8911e-16
4,15,1.81662e-15
4,16,3.29789e-15
4,17,5.91753e-15
4,18,1.04945e-14
4,19,1.83942e-14
4,20,3.18627e-14
4,21,5.45445e-14
4,22,9.22724e-14
4,23,1.54252e-13
4,24,2.54809e-13
4,25,4.15923e-13
4,26,6.70829e-13
4,27,1.06906e-12
4,28,1.68335e-12
4,29,2.61893e-12
4,30,4.02569e-12
4,31,6.11393e-12
4,32,9.17406e-12
4,33,1.36007e-11
4,34,1.99214e-11
4,35,2.88296e-11
4,36,4.12214e-11
4,37,5.8234e-11
4,38,8.12849e-11
4,39,1.12107e-10
4,40,1.52778e-10
4,41,2.05734e-10
4,42,2.73773e-10
4,43,3.60028e-10
4,44,4.67916e-10
4,45,6.01058e-10
4,46,7.63154e-10
4,47,9.57841e-10
4,48,1.1885e-09
4,49,1.45806e-09
4,50,1.76877e-09
4,51,2.12195e-09
4,52,2.51785e-09
4,53,2.95537e-09
4,54,3.43201e-09
4,55,3.94373e-09
4,56,4.48497e-09
4,57,5.04871e-09
4,58,5.62658e-09
4,59,6.20912e-09
4,60,6.78602e-09
4,61,7.34641e-09
4,62,7.87926e-09
4,63,8.37369e-09
4,64,8.81934e-09
4,65,9.20666e-09
4,66,9.52727e-09
4,67,9.77414e-09
4,68,9.94182e-09
4,69,1.00266e-08
4,70,1.00266e-08
4,71,9.94182e-09
4,72,9.77414e-09
4,73,9.52727e-09
4,74,9.20666e-09
4,75,8.81933e-09
4,76,8.37369e-09
4,77,7.87925e-09
4,78,7.34639e-09
4,79,6.78598e-09
4,80,6.20907e-09
4,81,5.62649e-09
4,82,5.04855e-09
4,83,4.48472e-09
4,84,3.94332e-09
4,85,3.43134e-09
4,86,2.9543e-09
4,87,2.51617e-09
4,88,2.11934e-09
4,89,1.76474e-09
4,90,1.45195e-09
4,91,1.17933e-09
4,92,9.44241e-10
4,93,7.43233e-10
4,94,5.72228e-10
4,95,4.26695e-10
4,96,3.01794e-10
4,97,1.92488e-10
4,98,9.36267e-11
4,99,0
5,0,0
5,1,2.10211e-19
5,2,5.42654e-19
5,3,1.18433e-18
5,4,2.48258e-18
5,5,5.11522e-18
5,6,1.04092e-17
5,7,2.09405e-17
5,8,4.16529e-17
5,9,8.19201e-17
5,10,1.59296e-16
5,11,3.06248e-16
5,12,5.82065e-16
5,13,1.09366e-15
5,14,2.03134e-15
5,15,3.72955e-15
5,16,6.76838e-15
5,17,1.21408e-14
5,18,2.15244e-14
5,19,3.77151e-14
5,20,6.53107e-14
5,21,1.11769e-13
5,22,1.89024e-13
5,23,3.15902e-13
5,24,5.21693e-13
5,25,8.51321e-13
5,26,1.3727e-12
5,27,2.18703e-12
5,28,3.44285e-12
5,29,5.35499e-12
5,30,8.22947e-12
5,31,1.24954e-11
5,32,1.87454e-11
5,33,2.77843e-11
5,34,4.0688e-11
5,35,5.88704e-11
5,36,8.41579e-11
5,37,1.18869e-10
5,38,1.6589e-10
5,39,2.28754e-10
5,40,3.1169e-10
5,41,4.19661e-10
5,42,5.58364e-10
5,43,7.34176e-10
5,44,9.54053e-10
5,45,1.22536e-09
5,46,1.55563e-09
5,47,1.95226e-09
5,48,2.42212e-09
5,49,2.97118e-09
5,50,3.60397e-09
5,51,4.32324e-09
5,52,5.12941e-09
5,53,6.0203e-09
5,54,6.99077e-09
5,55,8.03261e-09
5,56,9.13451e-09
5,57,1.02821e-08
5,58,1.14585e-08
5,59,1.26444e-08
5,60,1.38187e-08
5,61,1.49594e-08
5,62,1.60441e-08
5,63,1.70505e-08
5,64,1.79576e-08
5,65,1.8746e-08
5,66,1.93985e-08
5,67,1.9901e-08
5,68,2.02423e-08
5,69,2.04149e-08
5,70,2.04149e-08
5,71,2.02423e-08
5,72,1.9901e-08
5,73,1.93985e-08
5,74,1.8746e-08
5,75,1.79576e-08
5,76,1.70505e-08
5,77,1.6044e-08
5,78,1.49594e-08
5,79,1.38186e-08
5,80,1.26443e-08
5,81,1.14583e-08
5,82,1.02818e-08
5,83,9.13399e-09
5,84,8.03176e-09
5,85,6.9894e-09
5,86,6.01811e-09
5,87,5.12597e-09
5,88,4.31788e-09
5,89,3.59575e-09
5,90,2.95868e-09
5,91,2.40338e-09
5,92,1.92447e-09
5,93,1.51494e-09
5,94,1.16649e-09
5,95,8.69895e-10
5,96,6.15307e-10
5,97,3.92474e-10
5,98,1.90907e-10
5,99,0
6,0,0
6,1,4.28354e-19
6,2,1.1055e-18
6,3,2.41189e-18
6,4,5.05387e-18
6,5,1.04092e-17
6,6,2.11741e-17
6,7,4.25805e-17
6,8,8.46654e-17
6,9,1.66453e-16
6,10,3.23556e-16
6,11,6.21815e-16
6,12,1.18143e-15
6,13,2.21904e-15
6,14,4.12021e-15
6,15,7.5622e-15
6,16,1.37193e-14
6,17,2.46012e-14
6,18,4.36016e-14
6,19,7.6375e-14
6,20,1.32217e-13
6,21,2.26203e-13
6,22,3.82442e-13
6,23,6.38964e-13
6,24,1.05492e-12
6,25,1.72099e-12
6,26,2.77426e-12
6,27,4.41887e-12
6,28,6.95449e-12
6,29,1.08143e-11
6,30,1.66153e-11
6,31,2.52225e-11
6,32,3.78298e-11
6,33,5.60589e-11
6,34,8.20768e-11
6,35,1.18731e-10
6,36,1.69698e-10
6,37,2.39644e-10
6,38,3.34381e-10
6,39,4.61013e-10
6,40,6.2805e-10
6,41,8.45477e-10
6,42,1.12475e-09
6,43,1.47868e-09
6,44,1.92126e-09
6,45,2.4673e-09
6,46,3.13192e-09
6,47,3.92999e-09
6,48,4.87532e-09
6,49,5.97987e-09
6,50,7.25277e-09
6,51,8.69948e-09
6,52,1.03209e-08
6,53,1.21125e-08
6,54,1.40641e-08
6,55,1.61591e-08
6,56,1.83748e-08
6,57,2.06823e-08
6,58,2.30475e-08
6,59,2.54318e-08
6,60,2.77927e-08
6,61,3.00861e-08
6,62,3.22667e-08
6,63,3.429e-08
6,64,3.61136e-08
6,65,3.76985e-08
6,66,3.90105e-08
6,67,4.00206e-08
6,68,4.07068e-08
6,69,4.10537e-08
6,70,4.10537e-08
6,71,4.07068e-08
6,72,4.00206e-08
6,73,3.90105e-08
6,74,3.76985e-08
6,75,3.61136e-08
6,76,3.429e-08
6,77,3.22666e-08
6,78,3.0086e-08
6,79,2.77926e-08
6,80,2.54315e-08
6,81,2.30472e-08
6,82,2.06817e-08
6,83,1.83737e-08
6,84,1.61574e-08
6,85,1.40613e-08
6,86,1.21081e-08
6,87,1.03139e-08
6,88,8.68867e-09
6,89,7.23616e-09
6,90,5.95464e-09
6,91,4.83749e-09
6,92,3.87393e-09
6,93,3.04984e-09
6,94,2.34857e-09
6,95,1.75157e-09
6,96,1.23904e-09
6,97,7.90365e-10
6,98,3.84464e-10
6,99,0
7,0,0
7,1,8.62898e-19
7,2,2.2264e-18
7,3,4.85572e-18
7,4,1.01709e-17
7,5,2.09405e-17
7,6,4.25805e-17
7,7,8.55958e-17
7,8,1.70132e-16
7,9,3.3436e-16
7,10,6.49705e-16
7,11,1.24817e-15
7,12,2.37066e-15
7,13,4.45122e-15
7,14,8.26203e-15
7,15,1.5159e-14
7,16,2.74926e-14
7,17,4.92835e-14
7,18,8.73193e-14
7,19,1.52907e-13
7,20,2.64626e-13
7,21,4.526e-13
7,22,7.64991e-13
7,23,1.27775e-12
7,24,2.10895e-12
7,25,3.43962e-12
7,26,5.54325e-12
7,27,8.8271e-12
7,28,1.38888e-11
7,29,2.1592e-11
7,30,3.31665e-11
7,31,5.03362e-11
7,32,7.54796e-11
7,33,1.11827e-10
7,34,1.63694e-10
7,35,2.36748e-10
7,36,3.38311e-10
7,37,4.77667e-10
7,38,6.66381e-10
7,39,9.18585e-10
7,40,1.25121e-09
7,41,1.6841e-09
7,42,2.24004e-09
7,43,2.94451e-09
7,44,3.82531e-09
7,45,4.91185e-09
7,46,6.23422e-09
7,47,7.82191e-09
7,48,9.70238e-09
7,49,1.18993e-08
7,50,1.44309e-08
7,51,1.7308e-08
7,52,2.05322e-08
7,53,2.40947e-08
7,54,2.7975e-08
7,55,3.21402e-08
7,56,3.65451e-08
7,57,4.11325e-08
7,58,4.58344e-08
7,59,5.05739e-08
7,60,5.52671e-08
7,61,5.98258e-08
7,62,6.41603e-08
7,63,6.8182e-08
7,64,7.18068e-08
7,65,7.49573e-08
7,66,7.7565e-08
7,67,7.95728e-08
7,68,8.09367e-08
7,69,8.16262e-08
7,70,8.16262e-08
7,71,8.09367e-08
7,72,7.95728e-08
7,73,7.7565e-08
7,74,7.49573e-08
7,75,7.18068e-08
7,76,6.8182e-08
7,77,6.41602e-08
7,78,5.98257e-08
7,79,5.52669e-08
7,80,5.05735e-08
7,81,4.58337e-08
7,82,4.11312e-08
7,83,3.6543e-08
7,84,3.21368e-08
7,85,2.79695e-08
7,86,2.40859e-08
7,87,2.05183e-08
7,88,1.72864e-08
7,89,1.43978e-08
7,90,1.1849e-08
7,91,9.6269e-09
7,92,7.71008e-09
7,93,6.07052e-09
7,94,4.6751e-09
7,95,3.487e-09
7,96,2.46684e-09
7,97,1.57366e-09
7,98,7.65515e-10
7,99,0
8,0,0
8,1,1.71869e-18
8,2,4.43333e-18
8,3,9.66571e-18
8,4,2.02386e-17
8,5,4.16529e-17
8,6,8.46654e-17
8,7,1.70132e-16
8,8,3.38036e-16
8,9,6.64101e-16
8,10,1.28998e-15
8,11,2.47736e-15
8,12,4.70365e-15
8,13,8.82873e-15
8,14,1.63818e-14
8,15,3.00473e-14
8,16,5.44766e-14
8,17,9.76244e-14
8,18,1.72915e-13
8,19,3.02703e-13
8,20,5.23715e-13
8,21,8.95469e-13
8,22,1.5131e-12
8,23,2.5266e-12
8,24,4.16908e-12
8,25,6.79781e-12
8,26,1.09524e-11
8,27,1.74363e-11
8,28,2.7428e-11
8,29,4.26303e-11
8,30,6.54674e-11
8,31,9.9336e-11
8,32,1.48923e-10
8,33,2.2059e-10
8,34,3.22836e-10
8,35,4.66822e-10
8,36,6.66956e-10
8,37,9.41513e-10
8,38,1.31325e-09
8,39,1.80996e-09
8,40,2.46496e-09
8,41,3.31727e-09
8,42,4.41167e-09
8,43,5.79828e-09
8,44,7.53174e-09
8,45,9.66983e-09
8,46,1.22717e-08
8,47,1.53952e-08
8,48,1.90944e-08
8,49,2.34157e-08
8,50,2.83948e-08
8,51,3.40528e-08
8,52,4.03932e-08
8,53,4.73983e-08
8,54,5.50279e-08
8,55,6.32172e-08
8,56,7.18774e-08
8,57,8.08959e-08
8,58,9.01394e-08
8,59,9.94565e-08
8,60,1.08682e-07
8,61,1.17644e-07
8,62,1.26164e-07
8,63,1.34069e-07
8,64,1.41195e-07
8,65,1.47387e-07
8,66,1.52513e-07
8,67,1.5646e-07
8,68,1.59141e-07
8,69,1.60496e-07
8,70,1.60496e-07
8,71,1.59141e-07
8,72,1.5646e-07
8,73,1.52513e-07
8,74,1.47387e-07
8,75,1.41194e-07
8,76,1.34069e-07
8,77,1.26164e-07
8,78,1.17643e-07
8,79,1.08682e-07
8,80,9.94556e-08
8,81,9.01379e-08
8,82,8.08934e-08
8,83,7.18732e-08
8,84,6.32104e-08
8,85,5.50169e-08
8,86,4.73809e-08
8,87,4.03657e-08
8,88,3.40102e-08
8,89,2.83293e-08
8,90,2.33163e-08
8,91,1.89454e-08
8,92,1.51746e-08
8,93,1.19488e-08
8,94,9.20301e-09
8,95,6.86478e-09
8,96,4.85677e-09
8,97,3.09842e-09
8,98,1.5073e-09
8,99,0
9,0,0
9,1,3.38464e-18
9,2,8.72845e-18
9,3,1.90238e-17
9,4,3.98185e-17
9,5,8.19201e-17
9,6,1.66453e-16
9,7,3.3436e-16
9,8,6.64101e-16
9,9,1.30422e-15
9,10,2.53249e-15
9,11,4.86189e-15
9,12,9.22791e-15
9,13,1.7315e-14
9,14,3.21176e-14
9,15,5.88908e-14
9,16,1.06737e-13
9,17,1.91218e-13
9,18,3.38588e-13
9,19,5.92551e-13
9,20,1.02489e-12
9,21,1.75189e-12
9,22,2.9594e-12
9,23,4.9403e-12
9,24,8.14968e-12
9,25,1.32848e-11
9,26,2.13986e-11
9,27,3.40582e-11
9,28,5.35618e-11
9,29,8.32297e-11
9,30,1.27787e-10
9,31,1.93852e-10
9,32,2.90557e-10
9,33,4.30294e-10
9,34,6.29612e-10
9,35,9.10243e-10
9,36,1.30023e-09
9,37,1.83515e-09
9,38,2.55928e-09
9,39,3.52669e-09
9,40,4.80216e-09
9,41,6.46163e-09
9,42,8.59213e-09
9,43,1.12911e-08
9,44,1.46648e-08
9,45,1.88254e-08
9,46,2.38879e-08
9,47,2.99648e-08
9,48,3.71609e-08
9,49,4.55664e-08
9,50,5.52507e-08
9,51,6.62546e-08
9,52,7.85845e-08
9,53,9.22063e-08
9,54,1.07042e-07
9,55,1.22964e-07
9,56,1.39802e-07
9,57,1.57335e-07
9,58,1.75306e-07
9,59,1.93419e-07
9,60,2.11354e-07
9,61,2.28774e-07
9,62,2.45337e-07
9,63,2.60704e-07
9,64,2.74555e-07
9,65,2.86593e-07
9,66,2.96557e-07
9,67,3.04229e-07
9,68,3.0944e-07
9,69,3.12075e-07
9,70,3.12075e-07
9,71,3.0944e-07
9,72,3.04229e-07
9,73,2.96557e-07
9,74,2.86593e-07
9,75,2.74555e-07
9,76,2.60704e-07
9,77,2.45336e-07
9,78,2.28773e-07
9,79,2.11353e-07
9,80,1.93417e-07
9,81,1.75303e-07
9,82,1.57331e-07
9,83,1.39794e-07
9,84,1.22951e-07
9,85,1.0702e-07
9,86,9.21723e-08
9,87,7.85309e-08
9,88,6.61714e-08
9,89,5.51229e-08
9,90,4.53726e-08
9,91,3.68703e-08
9,92,2.95345e-08
9,93,2.32583e-08
9,94,1.79152e-08
9,95,1.33645e-08
9,96,9.45596e-09
9,97,6.03286e-09
9,98,2.93493e-09
9,99,0
10,0,0
10,1,6.59007e-18
10,2,1.69906e-17
10,3,3.70192e-17
10,4,7.74568e-17
10,5,1.59296e-16
10,6,3.23556e-16
10,7,6.49705e-16
10,8,1.28998e-15
10,9,2.53249e-15
10,10,4.91581e-15
10,11,9.43421e-15
10,12,1.79003e-14
10,13,3.35765e-14
10,14,6.22611e-14
10,15,1.14126e-13
10,16,2.06783e-13
10,17,3.70336e-13
10,18,6.55554e-13
10,19,1.14693e-12
10,20,1.98318e-12
10,21,3.38898e-12
10,22,5.7233e-12
10,23,9.55163e-12
10,24,1.57525e-11
10,25,2.56716e-11
10,26,4.13404e-11
10,27,6.57816e-11
10,28,1.03427e-10
10,29,1.60678e-10
10,30,2.46641e-10
10,31,3.74072e-10
10,32,5.60561e-10
10,33,8.29981e-10
10,34,1.2142e-09
10,35,1.75505e-09
10,36,2.50654e-09
10,37,3.5371e-09
10,38,4.93194e-09
10,39,6.79511e-09
10,40,9.25118e-09
10,41,1.24462e-08
10,42,1.65475e-08
10,43,2.17425e-08
10,44,2.82352e-08
10,45,3.62416e-08
10,46,4.59822e-08
10,47,5.76735e-08
10,48,7.15164e-08
10,49,8.76846e-08
10,50,1.06311e-07
10,51,1.27473e-07
10,52,1.51184e-07
10,53,1.77378e-07
10,54,2.05904e-07
10,55,2.36519e-07
10,56,2.68891e-07
10,57,3.02601e-07
10,58,3.37149e-07
10,59,3.71969e-07
10,60,4.06448e-07
10,61,4.39936e-07
10,62,4.71775e-07
10,63,5.01316e-07
10,64,5.27941e-07
10,65,5.51081e-07
10,66,5.70235e-07
10,67,5.84982e-07
10,68,5.94999e-07
10,69,6.00064e-07
10,70,6.00064e-07
10,71,5.94999e-07
10,72,5.84982e-07
10,73,5.70235e-07
10,74,5.51081e-07
10,75,5.27941e-07
10,76,5.01316e-07
10,77,4.71774e-07
10,78,4.39935e-07
10,79,4.06446e-07
10,80,3.71966e-07
10,81,3.37143e-07
10,82,3.02591e-07
10,83,2.68876e-07
10,84,2.36493e-07
10,85,2.05862e-07
10,86,1.77313e-07
10,87,1.51081e-07
10,88,1.27313e-07
10,89,1.06064e-07
10,90,8.73105e-08
10,91,7.09559e-08
10,92,5.68435e-08
10,93,4.4768e-08
10,94,3.44865e-08
10,95,2.57287e-08
10,96,1.82054e-08
10,97,1.16156e-08
10,98,5.65108e-09
10,99,0
11,0,0
11,1,1.26856e-17
11,2,3.26982e-17
11,3,7.12201e-17
11,4,1.48964e-16
11,5,3.06248e-16
11,6,6.21815e-16
11,7,1.24817e-15
11,8,2.47736e-15
11,9,4.86189e-15
11,10,9.43421e-15
11,11,1.80997e-14
11,12,3.43307e-14
11,13,6.43752e-14
11,14,1.19333e-13
11,15,2.18672e-13
11,16,3.96088e-13
11,17,7.09156e-13
11,18,1.25495e-12
11,19,2.19496e-12
11,20,3.79428e-12
11,21,6.48212e-12
11,22,1.0944e-11
11,23,1.82596e-11
11,24,3.01059e-11
11,25,4.90506e-11
11,26,7.89693e-11
11,27,1.25627e-10
11,28,1.97475e-10
11,29,3.06714e-10
11,30,4.70702e-10
11,31,7.13744e-10
11,32,1.06935e-09
11,33,1.58298e-09
11,34,2.31533e-09
11,35,3.34604e-09
11,36,4.77789e-09
11,37,6.74113e-09
11,38,9.39787e-09
11,39,1.29461e-08
11,40,1.76227e-08
11,41,2.37053e-08
11,42,3.15124e-08
11,43,4.13998e-08
11,44,5.37557e-08
11,45,6.89903e-08
11,46,8.75228e-08
11,47,1.09764e-07
11,48,1.36096e-07
11,49,1.66849e-07
11,50,2.02273e-07
11,51,2.42519e-07
11,52,2.87608e-07
11,53,3.37415e-07
11,54,3.91652e-07
11,55,4.4986e-07
11,56,5.11405e-07
11,57,5.75491e-07
11,58,6.41168e-07
11,59,7.07362e-07
11,60,7.72903e-07
11,61,8.36561e-07
11,62,8.97084e-07
11,63,9.53238e-07
11,64,1.00385e-06
11,65,1.04783e-06
11,66,1.08424e-06
11,67,1.11227e-06
11,68,1.13131e-06
11,69,1.14094e-06
11,70,1.14094e-06
11,71,1.13131e-06
11,72,1.11227e-06
11,73,1.08424e-06
11,74,1.04783e-06
11,75,1.00385e-06
11,76,9.53238e-07
11,77,8.97083e-07
11,78,8.36559e-07
11,79,7.729e-07
11,80,7.07355e-07
11,81,6.41157e-07
11,82,5.75472e-07
11,83,5.11375e-07
11,84,4.49811e-07
11,85,3.91573e-07
11,86,3.37289e-07
11,87,2.8741e-07
11,88,2.42212e-07
11,89,2.01802e-07
11,90,1.66135e-07
11,91,1.35027e-07
11,92,1.08181e-07
11,93,8.52074e-08
11,94,6.56442e-08
11,95,4.89778e-08
11,96,3.46587e-08
11,97,2.21145e-08
11,98,1.07593e-08
11,99,0
12,0,0
12,1,2.41409e-17
12,2,6.22106e-17
12,3,1.35458e-16
12,4,2.83227e-16
12,5,5.82065e-16
12,6,1.18143e-15
12,7,2.37066e-15
12,8,4.70365e-15
12,9,9.22791e-15
12,10,1.79003e-14
12,11,3.43307e-14
12,12,6.50958e-14
12,13,1.22026e-13
12,14,2.2613e-13
12,15,4.14244e-13
12,16,7.50109e-13
12,17,1.3426e-12
12,18,2.37522e-12
12,19,4.15319e-12
12,20,7.17732e-12
12,21,1.22583e-11
12,22,2.06906e-11
12,23,3.45125e-11
12,24,5.68886e-11
12,25,9.26636e-11
12,26,1.49148e-10
