i,j,value
6,22,0
6,23,0
6,24,0
6,25,0
6,26,0
6,27,0
6,28,0
6,29,0
6,30,0
6,31,0
6,32,0
6,33,0
6,34,0
6,35,0
6,36,0
6,37,0
6,38,0
6,39,0
6,40,0
6,41,0
6,42,0
6,43,0
6,44,0
6,45,0
6,46,0
6,47,0
6,48,0
6,49,0
6,50,0
6,51,0
6,52,0
6,53,0
6,54,0
6,55,0
6,56,0
6,57,0
6,58,0
6,59,0
6,60,0
6,61,0
6,62,0
6,63,0
6,64,0
6,65,0
6,66,0
6,67,0
6,68,0
6,69,0
6,70,0
6,71,0
6,72,0
6,73,0
6,74,0
6,75,0
6,76,0
6,77,0
6,78,0
6,79,0
6,80,0
6,81,0
6,82,0
6,83,0
6,84,0
6,85,0
6,86,0
6,87,0
6,88,0
6,89,0
6,90,0
6,91,0
6,92,0
6,93,0
6,94,0
6,95,0
6,96,0
6,97,0
6,98,0
6,99,0
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,0
7,8,0
7,9,0
7,10,0
7,11,0
7,12,0
7,13,0
7,14,0
7,15,0
7,16,0
7,17,0
7,18,0
7,19,0
7,20,0
7,21,0
7,22,0
7,23,0
7,24,0
7,25,0
7,26,0
7,27,0
7,28,0
7,29,0
7,30,0
7,31,0
7,32,0
7,33,0
7,34,0
7,35,0
7,36,0
7,37,0
7,38,0
7,39,0
7,40,0
7,41,0
7,42,0
7,43,0
7,44,0
7,45,0
7,46,0
7,47,0
7,48,0
7,49,0
7,50,0
7,51,0
7,52,0
7,53,0
7,54,0
7,55,0
7,56,0
7,57,0
7,58,0
7,59,0
7,60,0
7,61,0
7,62,0
7,63,0
7,64,0
7,65,0
7,66,0
7,67,0
7,68,0
7,69,0
7,70,0
7,71,0
7,72,0
7,73,0
7,74,0
7,75,0
7,76,0
7,77,0
7,78,0
7,79,0
7,80,0
7,81,0
7,82,0
7,83,0
7,84,0
7,85,0
7,86,0
7,87,0
7,88,0
7,89,0
7,90,0
7,91,0
7,92,0
7,93,0
7,94,0
7,95,0
7,96,0
7,97,0
7,98,0
7,99,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,7,0
8,8,0
8,9,0
8,10,0
8,11,0
8,12,0
8,13,0
8,14,0
8,15,0
8,16,0
8,17,0
8,18,0
8,19,0
8,20,0
8,21,0
8,22,0
8,23,0
8,24,0
8,25,0
8,26,0
8,27,0
8,28,0
8,29,0
8,30,0
8,31,0
8,32,0
8,33,0
8,34,0
8,35,0
8,36,0
8,37,0
8,38,0
8,39,0
8,40,0
8,41,0
8,42,0
8,43,0
8,44,0
8,45,0
8,46,0
8,47,0
8,48,0
8,49,0
8,50,0
8,51,0
8,52,0
8,53,0
8,54,0
8,55,0
8,56,0
8,57,0
8,58,0
8,59,0
8,60,0
8,61,0
8,62,1.4013e-45
8,63,1.4013e-45
8,64,1.4013e-45
8,65,1.4013e-45
8,66,1.4013e-45
8,67,1.4013e-45
8,68,1.4013e-45
8,69,1.4013e-45
8,70,1.4013e-45
8,71,1.4013e-45
8,72,1.4013e-45
8,73,1.4013e-45
8,74,1.4013e-45
8,75,1.4013e-45
8,76,1.4013e-45
8,77,1.4013e-45
8,78,0
8,79,0
8,80,0
8,81,0
8,82,0
8,83,0
8,84,0
8,85,0
8,86,0
8,87,0
8,88,0
8,89,0
8,90,0
8,91,0
8,92,0
8,93,0
8,94,0
8,95,0
8,96,0
8,97,0
8,98,0
8,99,0
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0
9,9,0
9,10,0
9,11,0
9,12,0
9,13,0
9,14,0
9,15,0
9,16,0
9,17,0
9,18,0
9,19,0
9,20,0
9,21,0
9,22,0
9,23,0
9,24,0
9,25,0
9,26,0
9,27,0
9,28,0
9,29,0
9,30,0
9,31,0
9,32,0
9,33,0
9,34,0
9,35,0
9,36,0
9,37,0
9,38,0
9,39,0
9,40,0
9,41,0
9,42,0
9,43,0
9,44,0
9,45,0
9,46,0
9,47,0
9,48,0
9,49,0
9,50,0
9,51,0
9,52,0
9,53,0
9,54,0
9,55,0
9,56,1.4013e-45
9,57,4.2039e-45
9,58,8.40779e-45
9,59,1.68156e-44
9,60,2.66247e-44
9,61,3.50325e-44
9,62,4.06377e-44
9,63,4.34403e-44
9,64,4.34403e-44
9,65,4.34403e-44
9,66,4.48416e-44
9,67,4.48416e-44
9,68,4.48416e-44
9,69,4.48416e-44
9,70,4.48416e-44
9,71,4.48416e-44
9,72,4.48416e-44
9,73,4.48416e-44
9,74,4.34403e-44
9,75,4.34403e-44
9,76,4.34403e-44
9,77,4.06377e-44
9,78,3.50325e-44
9,79,2.66247e-44
9,80,1.68156e-44
9,81,8.40779e-45
9,82,4.2039e-45
9,83,1.4013e-45
9,84,0
9,85,0
9,86,0
9,87,0
9,88,0
9,89,0
9,90,0
9,91,0
9,92,0
9,93,0
9,94,0
9,95,0
9,96,0
9,97,0
9,98,0
9,99,0
10,0,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,0
10,7,0
10,8,0
10,9,0
10,10,0
10,11,0
10,12,0
10,13,0
10,14,0
10,15,0
10,16,0
10,17,0
10,18,0
10,19,0
10,20,0
10,21,0
10,22,0
10,23,0
10,24,0
10,25,0
10,26,0
10,27,0
10,28,0
10,29,0
10,30,0
10,31,0
10,32,0
10,33,0
10,34,0
10,35,0
10,36,0
10,37,0
10,38,0
10,39,0
10,40,0
10,41,0
10,42,0
10,43,0
10,44,0
10,45,0
10,46,0
10,47,0
10,48,0
10,49,0
10,50,0
10,51,0
10,52,0
10,53,0
10,54,2.8026e-45
10,55,1.4013e-44
10,56,4.48416e-44
10,57,1.17709e-43
10,58,2.53635e-43
10,59,4.59626e-43
10,60,6.97847e-43
10,61,9.03838e-43
10,62,1.04116e-42
10,63,1.11403e-42
10,64,1.14206e-42
10,65,1.15607e-42
10,66,1.15887e-42
10,67,1.16028e-42
10,68,1.16028e-42
10,69,1.16028e-42
10,70,1.16028e-42
10,71,1.16028e-42
10,72,1.16028e-42
10,73,1.15887e-42
10,74,1.15607e-42
10,75,1.14206e-42
10,76,1.11403e-42
10,77,1.04116e-42
10,78,9.03838e-43
10,79,6.97847e-43
10,80,4.59626e-43
10,81,2.53635e-43
10,82,1.17709e-43
10,83,4.48416e-44
10,84,1.4013e-44
10,85,2.8026e-45
10,86,0
10,87,0
10,88,0
10,89,0
10,90,0
10,91,0
10,92,0
10,93,0
10,94,0
10,95,0
10,96,0
10,97,0
10,98,0
10,99,0
11,0,0
11,1,0
11,2,0
11,3,0
11,4,0
11,5,0
11,6,0
11,7,0
11,8,0
11,9,0
11,10,0
11,11,0
11,12,0
11,13,0
11,14,0
11,15,0
11,16,0
11,17,0
11,18,0
11,19,0
11,20,0
11,21,0
11,22,0
11,23,0
11,24,0
11,25,0
11,26,0
11,27,0
11,28,0
11,29,0
11,30,0
11,31,0
11,32,0
11,33,0
11,34,0
11,35,0
11,36,0
11,37,0
11,38,0
11,39,0
11,40,0
11,41,0
11,42,0
11,43,0
11,44,0
11,45,0
11,46,0
11,47,0
11,48,0
11,49,0
11,50,0
11,51,0
11,52,4.2039e-45
11,53,2.66247e-44
11,54,1.10703e-43
11,55,3.86758e-43
11,56,1.15467e-42
11,57,2.93852e-42
11,58,6.28482e-42
11,59,1.1258e-41
11,60,1.69585e-41
11,61,2.19303e-41
11,62,2.5278e-41
11,63,2.70591e-41
11,64,2.7827e-41
11,65,2.81044e-41
11,66,2.81899e-41
11,67,2.82109e-41
11,68,2.82151e-41
11,69,2.82151e-41
11,70,2.82151e-41
11,71,2.82151e-41
11,72,2.82109e-41
11,73,2.81899e-41
11,74,2.81044e-41
11,75,2.7827e-41
11,76,2.70591e-41
11,77,2.5278e-41
11,78,2.19303e-41
11,79,1.69585e-41
11,80,1.1258e-41
11,81,6.28482e-42
11,82,2.93852e-42
11,83,1.15467e-42
11,84,3.86758e-43
11,85,1.10703e-43
11,86,2.66247e-44
11,87,4.2039e-45
11,88,0
11,89,0
11,90,0
11,91,0
11,92,0
11,93,0
11,94,0
11,95,0
11,96,0
11,97,0
11,98,0
11,99,0
12,0,0
12,1,0
12,2,0
12,3,0
12,4,0
12,5,0
12,6,0
12,7,0
12,8,0
12,9,0
12,10,0
12,11,0
12,12,0
12,13,0
12,14,0
12,15,0
12,16,0
12,17,0
12,18,0
12,19,0
12,20,0
12,21,0
12,22,0
12,23,0
12,24,0
12,25,0
12,26,0
12,27,0
12,28,0
12,29,0
12,30,0
12,31,0
12,32,0
12,33,0
12,34,0
12,35,0
12,36,0
12,37,0
12,38,0
12,39,0
12,40,0
12,41,0
12,42,0
12,43,0
12,44,0
12,45,0
12,46,0
12,47,0
12,48,0
12,49,0
12,50,4.2039e-45
12,51,3.08286e-44
12,52,1.58347e-43
12,53,7.10458e-43
12,54,2.79139e-42
12,55,9.52743e-42
12,56,2.80204e-41
12,57,7.02331e-41
12,58,1.48625e-40
12,59,2.64157e-40
12,60,3.96161e-40
12,61,5.11694e-40
12,62,5.90085e-40
12,63,6.32298e-40
12,64,6.50791e-40
12,65,6.5753e-40
12,66,6.59607e-40
12,67,6.60159e-40
12,68,6.60289e-40
12,69,6.60316e-40
12,70,6.60316e-40
12,71,6.60289e-40
12,72,6.60159e-40
12,73,6.59607e-40
12,74,6.5753e-40
12,75,6.50791e-40
12,76,6.32298e-40
12,77,5.90085e-40
12,78,5.11694e-40
12,79,3.96161e-40
12,80,2.64157e-40
12,81,1.48625e-40
12,82,7.02331e-41
12,83,2.80204e-41
12,84,9.52743e-42
12,85,2.79139e-42
12,86,7.10458e-43
12,87,1.58347e-43
12,88,3.08286e-44
12,89,4.2039e-45
12,90,0
12,91,0
12,92,0
12,93,0
12,94,0
12,95,0
12,96,0
12,97,0
12,98,0
12,99,0
13,0,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,0
13,6,0
13,7,0
13,8,0
13,9,0
13,10,0
13,11,0
13,12,0
13,13,0
13,14,0
13,15,0
13,16,0
13,17,0
13,18,0
13,19,0
13,20,0
13,21,0
13,22,0
13,23,0
13,24,0
13,25,0
13,26,0
13,27,0
13,28,0
13,29,0
13,30,0
13,31,0
13,32,0
13,33,0
13,34,0
13,35,0
13,36,0
13,37,0
13,38,0
13,39,0
13,40,0
13,41,0
13,42,0
13,43,0
13,44,0
13,45,0
13,46,0
13,47,0
13,48,1.4013e-45
13,49,2.24208e-44
13,50,1.45735e-43
13,51,8.02944e-43
13,52,3.96708e-42
13,53,1.73831e-41
13,54,6.69933e-41
13,55,2.24981e-40
13,56,6.51857e-40
13,57,1.61289e-39
13,58,3.37755e-39
13,59,5.95844e-39
13,60,8.8989e-39
13,61,1.14798e-38
13,62,1.32444e-38
13,63,1.42055e-38
13,64,1.46324e-38
13,65,1.47903e-38
13,66,1.484e-38
13,67,1.48534e-38
13,68,1.48565e-38
13,69,1.48572e-38
13,70,1.48572e-38
13,71,1.48565e-38
13,72,1.48534e-38
13,73,1.484e-38
13,74,1.47903e-38
13,75,1.46324e-38
13,76,1.42055e-38
13,77,1.32444e-38
13,78,1.14798e-38
13,79,8.8989e-39
13,80,5.95844e-39
13,81,3.37755e-39
13,82,1.61289e-39
13,83,6.51857e-40
13,84,2.24981e-40
13,85,6.69933e-41
13,86,1.73831e-41
13,87,3.96708e-42
13,88,8.02944e-43
13,89,1.45735e-43
13,90,2.24208e-44
13,91,1.4013e-45
13,92,0
13,93,0
13,94,0
13,95,0
13,96,0
13,97,0
13,98,0
13,99,0
14,0,0
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,0
14,7,0
14,8,0
14,9,0
14,10,0
14,11,0
14,12,0
14,13,0
14,14,0
14,15,0
14,16,0
14,17,0
14,18,0
14,19,0
14,20,0
14,21,0
14,22,0
14,23,0
14,24,0
14,25,0
14,26,0
14,27,0
14,28,0
14,29,0
14,30,0
14,31,0
14,32,0
14,33,0
14,34,0
14,35,0
14,36,0
14,37,0
14,38,0
14,39,0
14,40,0
14,41,0
14,42,0
14,43,0
14,44,0
14,45,0
14,46,0
14,47,1.12104e-44
14,48,8.68805e-44
14,49,5.96953e-43
14,50,3.60134e-42
14,51,1.95299e-41
14,52,9.46899e-41
14,53,4.07384e-40
14,54,1.54301e-39
14,55,5.09946e-39
14,56,1.4563e-38
14,57,3.55848e-38
14,58,7.37681e-38
14,59,1.29202e-37
14,60,1.92186e-37
14,61,2.47619e-37
14,62,2.85803e-37
14,63,3.06824e-37
14,64,3.16288e-37
14,65,3.19844e-37
14,66,3.2098e-37
14,67,3.21293e-37
14,68,3.21368e-37
14,69,3.21383e-37
14,70,3.21383e-37
14,71,3.21368e-37
14,72,3.21293e-37
14,73,3.2098e-37
14,74,3.19844e-37
14,75,3.16288e-37
14,76,3.06824e-37
14,77,2.85803e-37
14,78,2.47619e-37
14,79,1.92186e-37
14,80,1.29202e-37
14,81,7.37681e-38
14,82,3.55848e-38
14,83,1.4563e-38
14,84,5.09946e-39
14,85,1.54301e-39
14,86,4.07384e-40
14,87,9.46899e-41
14,88,1.95299e-41
14,89,3.60134e-42
14,90,5.96953e-43
14,91,8.68805e-44
14,92,1.12104e-44
14,93,0
14,94,0
14,95,0
14,96,0
14,97,0
14,98,0
14,99,0
15,0,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,16,0
15,17,0
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,0
15,24,0
15,25,0
15,26,0
15,27,0
15,28,0
15,29,0
15,30,0
15,31,0
15,32,0
15,33,0
15,34,0
15,35,0
15,36,0
15,37,0
15,38,0
15,39,0
15,40,0
15,41,0
15,42,0
15,43,0
15,44,0
15,45,2.8026e-45
15,46,3.92364e-44
15,47,3.06884e-43
15,48,2.21545e-42
15,49,1.44866e-41
15,50,8.56263e-41
15,51,4.55432e-40
15,52,2.16664e-39
15,53,9.15577e-39
15,54,3.40993e-38
15,55,1.10953e-37
15,56,3.12441e-37
15,57,7.54239e-37
15,58,1.54832e-36
15,59,2.69298e-36
15,60,3.99016e-36
15,61,5.13482e-36
15,62,5.9289e-36
15,63,6.3707e-36
15,64,6.57219e-36
15,65,6.64904e-36
15,66,6.67399e-36
15,67,6.68097e-36
15,68,6.68268e-36
15,69,6.68304e-36
15,70,6.68304e-36
15,71,6.68268e-36
15,72,6.68097e-36
15,73,6.67399e-36
15,74,6.64904e-36
15,75,6.57219e-36
15,76,6.3707e-36
15,77,5.9289e-36
15,78,5.13482e-36
15,79,3.99016e-36
15,80,2.69298e-36
15,81,1.54832e-36
15,82,7.54239e-37
15,83,3.12441e-37
15,84,1.10953e-37
15,85,3.40993e-38
15,86,9.15577e-39
15,87,2.16664e-39
15,88,4.55432e-40
15,89,8.56263e-41
15,90,1.44866e-41
15,91,2.21545e-42
15,92,3.06884e-43
15,93,3.92364e-44
15,94,2.8026e-45
15,95,0
15,96,0
15,97,0
15,98,0
15,99,0
16,0,0
16,1,0
16,2,0
16,3,0
16,4,0
16,5,0
16,6,0
16,7,0
16,8,0
16,9,0
16,10,0
16,11,0
16,12,0
16,13,0
16,14,0
16,15,0
16,16,0
16,17,0
16,18,0
16,19,0
16,20,0
16,21,0
16,22,0
16,23,0
16,24,0
16,25,0
16,26,0
16,27,0
16,28,0
16,29,0
16,30,0
16,31,0
16,32,0
16,33,0
16,34,0
16,35,0
16,36,0
16,37,0
16,38,0
16,39,0
16,40,0
16,41,0
16,42,0
16,43,0
16,44,1.26117e-44
16,45,1.14906e-43
16,46,9.69699e-43
16,47,7.47453e-42
16,48,5.25935e-41
16,49,3.36599e-40
16,50,1.95012e-39
16,51,1.01747e-38
16,52,4.75224e-38
16,53,1.97344e-37
16,54,7.23029e-37
16,55,2.31723e-36
16,56,6.4369e-36
16,57,1.53569e-35
16,58,3.12274e-35
16,59,5.39485e-35
16,60,7.96328e-35
16,61,1.02354e-34
16,62,1.18224e-34
16,63,1.27144e-34
16,64,1.31264e-34
16,65,1.32858e-34
16,66,1.33384e-34
16,67,1.33534e-34
16,68,1.33571e-34
16,69,1.33579e-34
16,70,1.33579e-34
16,71,1.33571e-34
16,72,1.33534e-34
16,73,1.33384e-34
16,74,1.32858e-34
16,75,1.31264e-34
16,76,1.27144e-34
16,77,1.18224e-34
16,78,1.02354e-34
16,79,7.96328e-35
16,80,5.39485e-35
16,81,3.12274e-35
16,82,1.53569e-35
16,83,6.4369e-36
16,84,2.31723e-36
16,85,7.23029e-37
16,86,1.97344e-37
16,87,4.75224e-38
16,88,1.01747e-38
16,89,1.95012e-39
16,90,3.36599e-40
16,91,5.25935e-41
16,92,7.47453e-42
16,93,9.69699e-43
16,94,1.14906e-43
16,95,1.26117e-44
16,96,0
16,97,0
16,98,0
16,99,0
17,0,0
17,1,0
17,2,0
17,3,0
17,4,0
17,5,0
17,6,0
17,7,0
17,8,0
17,9,0
17,10,0
17,11,0
17,12,0
17,13,0
17,14,0
17,15,0
17,16,0
17,17,0
17,18,0
17,19,0
17,20,0
17,21,0
17,22,0
17,23,0
17,24,0
17,25,0
17,26,0
17,27,0
17,28,0
17,29,0
17,30,0
17,31,0
17,32,0
17,33,0
17,34,0
17,35,0
17,36,0
17,37,0
17,38,0
17,39,0
17,40,0
17,41,0
17,42,1.4013e-45
17,43,3.08286e-44
17,44,3.09687e-43
17,45,2.79279e-42
17,46,2.29645e-41
17,47,1.7321e-40
17,48,1.19366e-39
17,49,7.48612e-39
17,50,4.25333e-38
17,51,2.17794e-37
17,52,9.99157e-37
17,53,4.07917e-36
17,54,1.47085e-35
17,55,4.64494e-35
17,56,1.2733e-34
17,57,3.00326e-34
17,58,6.05114e-34
17,59,1.03859e-33
17,60,1.52743e-33
17,61,1.96091e-33
17,62,2.2657e-33
17,63,2.4387e-33
17,64,2.51958e-33
17,65,2.55132e-33
17,66,2.56195e-33
17,67,2.56503e-33
17,68,2.56581e-33
17,69,2.56598e-33
17,70,2.56598e-33
17,71,2.56581e-33
17,72,2.56503e-33
17,73,2.56195e-33
17,74,2.55132e-33
17,75,2.51958e-33
17,76,2.4387e-33
17,77,2.2657e-33
17,78,1.96091e-33
17,79,1.52743e-33
17,80,1.03859e-33
17,81,6.05114e-34
17,82,3.00326e-34
17,83,1.2733e-34
17,84,4.64494e-35
17,85,1.47085e-35
17,86,4.07917e-36
17,87,9.99157e-37
17,88,2.17794e-37
17,89,4.25333e-38
17,90,7.48612e-39
17,91,1.19366e-39
17,92,1.7321e-40
17,93,2.29645e-41
17,94,2.79279e-42
17,95,3.09687e-43
17,96,3.08286e-44
17,97,1.4013e-45
17,98,0
17,99,0
18,0,0
18,1,0
18,2,0
18,3,0
18,4,0
18,5,0
18,6,0
18,7,0
18,8,0
18,9,0
18,10,0
18,11,0
18,12,0
18,13,0
18,14,0
18,15,0
18,16,0
18,17,0
18,18,0
18,19,0
18,20,0
18,21,0
18,22,0
18,23,0
18,24,0
18,25,0
18,26,0
18,27,0
18,28,0
18,29,0
18,30,0
18,31,0
18,32,0
18,33,0
18,34,0
18,35,0
18,36,0
18,37,0
18,38,0
18,39,0
18,40,0
18,41,5.60519e-45
18,42,7.56701e-44
18,43,7.79122e-43
18,44,7.38204e-42
18,45,6.45704e-41
18,46,5.19758e-40
18,47,3.83843e-39
18,48,2.59173e-38
18,49,1.59364e-37
18,50,8.88372e-37
18,51,4.46649e-36
18,52,2.01354e-35
18,53,8.08529e-35
18,54,2.87035e-34
18,55,8.93547e-34
18,56,2.41809e-33
18,57,5.64047e-33
18,58,1.1264e-32
18,59,1.92112e-32
18,60,2.81528e-32
18,61,3.61001e-32
18,62,4.17236e-32
18,63,4.4946e-32
18,64,4.64705e-32
18,65,4.7077e-32
18,66,4.72832e-32
18,67,4.73439e-32
18,68,4.73596e-32
18,69,4.7363e-32
18,70,4.7363e-32
18,71,4.73596e-32
18,72,4.73439e-32
18,73,4.72832e-32
18,74,4.7077e-32
18,75,4.64705e-32
18,76,4.4946e-32
18,77,4.17236e-32
18,78,3.61001e-32
18,79,2.81528e-32
18,80,1.92112e-32
18,81,1.1264e-32
18,82,5.64047e-33
18,83,2.41809e-33
18,84,8.93547e-34
18,85,2.87035e-34
